County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Allegheny,04/08/2021,4,3,1882,1216045,0.33,0.25,154.76,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,07/06/2021,0,0.1,2031,1216045,0,0.01,167.02,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,06/28/2021,0,0.3,2030,1216045,0,0.02,166.93,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,05/25/2021,0,2.4,2000,1216045,0,0.2,164.47,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,08/31/2021,8,3.3,2099,1216045,0.66,0.27,172.61,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/26/2021,2,5,2360,1216045,0.16,0.41,194.07,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,05/30/2021,0,0.9,2004,1216045,0,0.07,164.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,09/05/2021,3,3.3,2111,1216045,0.25,0.27,173.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,04/09/2021,4,3.1,1886,1216045,0.33,0.26,155.09,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/24/2020,1,1.3,425,1216045,0.08,0.11,34.95,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/19/2020,1,2.3,417,1216045,0.08,0.19,34.29,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/03/2021,0,2.1,2378,1216045,0,0.18,195.55,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/29/2021,4,4.7,2372,1216045,0.33,0.39,195.06,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/31/2021,3,3.7,2377,1216045,0.25,0.31,195.47,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,05/08/2021,2,1.9,1963,1216045,0.16,0.15,161.42,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/25/2021,7,5.9,2358,1216045,0.58,0.48,193.91,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/15/2020,4,2.6,411,1216045,0.33,0.21,33.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,08/03/2021,1,0.3,2041,1216045,0.08,0.02,167.84,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,04/25/2021,2,2.6,1927,1216045,0.16,0.21,158.46,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,06/16/2021,1,0.7,2026,1216045,0.08,0.06,166.61,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,08/22/2021,1,1.7,2074,1216045,0.08,0.14,170.55,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,04/16/2021,4,2.7,1905,1216045,0.33,0.22,156.66,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,06/21/2021,1,0.4,2028,1216045,0.08,0.04,166.77,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,05/05/2021,5,3.4,1959,1216045,0.41,0.28,161.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/10/2020,1,2.1,398,1216045,0.08,0.18,32.73,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/17/2020,4,2.6,416,1216045,0.33,0.21,34.21,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,07/26/2021,0,0.4,2039,1216045,0,0.04,167.67,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,06/08/2021,2,1.7,2019,1216045,0.16,0.14,166.03,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,08/15/2021,1,1.7,2062,1216045,0.08,0.14,169.57,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,08/29/2021,1,2,2088,1216045,0.08,0.16,171.7,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,05/10/2021,2,2.3,1968,1216045,0.16,0.19,161.84,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,05/23/2021,1,2.7,1998,1216045,0.08,0.22,164.3,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/22/2020,3,1.4,421,1216045,0.25,0.12,34.62,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,05/24/2021,2,2.7,2000,1216045,0.16,0.22,164.47,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/26/2020,2,1.6,428,1216045,0.16,0.13,35.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,08/07/2021,2,1.1,2048,1216045,0.16,0.09,168.41,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/23/2020,3,1.7,424,1216045,0.25,0.14,34.87,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/12/2020,1,2.4,401,1216045,0.08,0.2,32.98,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/20/2020,1,2.1,418,1216045,0.08,0.18,34.37,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/30/2021,2,4.1,2374,1216045,0.16,0.34,195.22,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,04/01/2021,3,3.3,1861,1216045,0.25,0.27,153.04,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/27/2020,10,8.4,576,1216045,0.82,0.69,47.37,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/27/2021,3,4.9,2363,1216045,0.25,0.4,194.32,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/16/2020,26,20.3,903,1216045,2.14,1.67,74.26,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/19/2021,13,11.9,1500,1216045,1.07,0.98,123.35,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/20/2021,10,11.4,1510,1216045,0.82,0.94,124.17,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/08/2020,19,17.3,737,1216045,1.56,1.42,60.61,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/04/2020,16,12.6,664,1216045,1.32,1.03,54.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/01/2021,0,2.7,2377,1216045,0,0.22,195.47,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/23/2020,31,23.7,1069,1216045,2.55,1.95,87.91,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/26/2021,4,3.7,1842,1216045,0.33,0.31,151.47,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/29/2021,3,9,1593,1216045,0.25,0.74,131,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/28/2020,11,22.7,1167,1216045,0.9,1.87,95.97,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/17/2021,12,11.1,1474,1216045,0.99,0.92,121.21,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/22/2020,30,23,1038,1216045,2.47,1.89,85.36,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/04/2021,0,1.4,2378,1216045,0,0.12,195.55,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/17/2021,5,5.3,1719,1216045,0.41,0.43,141.36,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/17/2021,0,1.3,1810,1216045,0,0.11,148.84,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/27/2021,3,4.6,1770,1216045,0.25,0.38,145.55,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/14/2021,5,7.6,1705,1216045,0.41,0.62,140.21,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/22/2021,11,11,1530,1216045,0.9,0.9,125.82,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/25/2020,19,23.7,1120,1216045,1.56,1.95,92.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/08/2021,10,6.6,1662,1216045,0.82,0.54,136.67,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/07/2020,20,16.4,718,1216045,1.64,1.35,59.04,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/05/2021,31,18,1320,1216045,2.55,1.48,108.55,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/02/2021,1,2.6,2378,1216045,0.08,0.21,195.55,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/06/2021,2,3,1791,1216045,0.16,0.25,147.28,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/06/2021,5,6.1,1645,1216045,0.41,0.51,135.27,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/03/2021,1,3.1,1781,1216045,0.08,0.26,146.46,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/26/2020,21,24,1141,1216045,1.73,1.97,93.83,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/18/2020,28,21.3,954,1216045,2.3,1.75,78.45,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/29/2020,11,9,595,1216045,0.9,0.74,48.93,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/18/2021,13,11.1,1487,1216045,1.07,0.92,122.28,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/19/2021,4,5.4,1731,1216045,0.33,0.45,142.35,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/09/2020,24,18.1,761,1216045,1.97,1.49,62.58,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/31/2020,14,18.1,1228,1216045,1.15,1.49,100.98,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/30/2021,9,9.6,1602,1216045,0.74,0.79,131.74,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/15/2021,6,7,1711,1216045,0.49,0.58,140.7,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/14/2020,23,19.6,855,1216045,1.89,1.61,70.31,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/24/2020,32,25,1101,1216045,2.63,2.06,90.54,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/26/2020,9,8.1,566,1216045,0.74,0.67,46.54,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/20/2021,4,2.1,1820,1216045,0.33,0.18,149.67,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/01/2021,18,18,1246,1216045,1.48,1.48,102.46,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/19/2020,19,22.1,973,1216045,1.56,1.82,80.01,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/21/2021,5,2.3,1825,1216045,0.41,0.19,150.08,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/04/2021,13,17.4,1289,1216045,1.07,1.43,106,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/23/2021,1,2.7,1829,1216045,0.08,0.22,150.41,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/23/2021,4,5.4,1752,1216045,0.33,0.45,144.07,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/24/2020,6,7.6,548,1216045,0.49,0.62,45.06,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/22/2021,3,2.7,1828,1216045,0.25,0.22,150.32,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/21/2021,9,11.3,1519,1216045,0.74,0.93,124.91,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/17/2020,23,20.3,926,1216045,1.89,1.67,76.15,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/29/2020,27,22.3,1194,1216045,2.22,1.83,98.19,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/03/2021,6,7.3,1629,1216045,0.49,0.6,133.96,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/13/2021,2,2,1805,1216045,0.16,0.16,148.43,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/10/2021,13,17.1,1396,1216045,1.07,1.41,114.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/15/2021,0,2.1,1809,1216045,0,0.18,148.76,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/04/2021,6,3.3,1787,1216045,0.49,0.27,146.95,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/12/2021,8,7.6,1693,1216045,0.66,0.62,139.22,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/09/2021,11,7.1,1673,1216045,0.9,0.59,137.58,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/30/2020,20,20.7,1214,1216045,1.64,1.7,99.83,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/24/2021,7,5.7,1759,1216045,0.58,0.47,144.65,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/28/2021,2,4.3,1772,1216045,0.16,0.35,145.72,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/04/2021,3,6,1632,1216045,0.25,0.49,134.21,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/10/2021,2,2.9,1801,1216045,0.16,0.23,148.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/03/2021,12,17.1,1276,1216045,0.99,1.41,104.93,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/11/2021,1,2.1,1802,1216045,0.08,0.18,148.19,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/19/2020,8,5.4,509,1216045,0.66,0.45,41.86,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/21/2021,4,5.3,1742,1216045,0.33,0.43,143.25,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/18/2021,8,6,1727,1216045,0.66,0.49,142.02,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/02/2021,7,8.1,1623,1216045,0.58,0.67,133.47,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/25/2020,9,8,557,1216045,0.74,0.66,45.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/08/2021,21,17.7,1370,1216045,1.73,1.46,112.66,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/05/2021,8,6.7,1640,1216045,0.66,0.55,134.86,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/15/2020,22,20,877,1216045,1.81,1.64,72.12,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/13/2020,14,19.1,832,1216045,1.15,1.57,68.42,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/22/2020,8,6.7,532,1216045,0.66,0.55,43.75,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/24/2021,6,9.6,1541,1216045,0.49,0.79,126.72,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/16/2021,3,5.9,1714,1216045,0.25,0.48,140.95,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/07/2021,7,6.1,1652,1216045,0.58,0.51,135.85,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/30/2021,2,3.4,1853,1216045,0.16,0.28,152.38,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/27/2021,12,9.7,1578,1216045,0.99,0.8,129.76,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/11/2020,21,20.1,805,1216045,1.73,1.66,66.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/29/2021,1,3.3,1851,1216045,0.08,0.27,152.21,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/27/2020,15,23.3,1156,1216045,1.23,1.91,95.06,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/19/2021,2,1.9,1816,1216045,0.16,0.15,149.34,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/08/2021,1,2.4,1794,1216045,0.08,0.2,147.53,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/27/2021,4,3.7,1846,1216045,0.33,0.31,151.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/18/2021,4,1.7,1814,1216045,0.33,0.14,149.17,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/13/2021,7,7.9,1700,1216045,0.58,0.65,139.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/25/2021,5,5.3,1764,1216045,0.41,0.43,145.06,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/23/2020,10,7.9,542,1216045,0.82,0.65,44.57,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/16/2021,1,1.6,1810,1216045,0.08,0.13,148.84,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/29/2020,2,2.4,438,1216045,0.16,0.2,36.02,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/31/2021,5,3.4,1858,1216045,0.41,0.28,152.79,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/22/2021,6,5.3,1748,1216045,0.49,0.43,143.74,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/16/2020,2,4,487,1216045,0.16,0.33,40.05,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/05/2021,2,3.1,1789,1216045,0.16,0.26,147.12,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/31/2021,7,9.7,1609,1216045,0.58,0.8,132.31,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/02/2020,18,11,634,1216045,1.48,0.9,52.14,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/14/2021,10,13,1440,1216045,0.82,1.07,118.42,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/05/2020,18,14,682,1216045,1.48,1.15,56.08,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/15/2021,13,11.9,1453,1216045,1.07,0.98,119.49,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/10/2020,1,2.3,460,1216045,0.08,0.19,37.83,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/20/2021,7,5.4,1738,1216045,0.58,0.45,142.92,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/12/2020,13,19.4,818,1216045,1.07,1.6,67.27,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/26/2021,3,5.1,1767,1216045,0.25,0.42,145.31,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/12/2020,8,3.1,471,1216045,0.66,0.26,38.73,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/08/2020,1,2.1,456,1216045,0.08,0.18,37.5,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/13/2021,13,13.4,1430,1216045,1.07,1.1,117.59,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/28/2021,4,3.6,1850,1216045,0.33,0.29,152.13,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/07/2021,2,3,1793,1216045,0.16,0.25,147.45,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/02/2021,3,4,1780,1216045,0.25,0.33,146.38,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/20/2020,20,23,993,1216045,1.64,1.89,81.66,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/21/2020,15,21.9,1008,1216045,1.23,1.8,82.89,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/25/2021,17,10.1,1558,1216045,1.4,0.83,128.12,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/28/2021,12,10.1,1590,1216045,0.99,0.83,130.75,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/28/2020,6,2.6,436,1216045,0.49,0.21,35.85,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/01/2021,5,4.1,1777,1216045,0.41,0.34,146.13,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/21/2020,7,6.3,524,1216045,0.58,0.52,43.09,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/09/2021,5,2.7,1799,1216045,0.41,0.22,147.94,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/03/2020,14,11.7,648,1216045,1.15,0.96,53.29,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/01/2020,13,9.7,616,1216045,1.07,0.8,50.66,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/11/2021,3,7.6,1685,1216045,0.25,0.62,138.56,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/11/2021,13,17.1,1409,1216045,1.07,1.41,115.87,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/18/2020,6,5.4,501,1216045,0.49,0.45,41.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/12/2021,8,13.9,1417,1216045,0.66,1.14,116.53,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/07/2021,13,17.3,1349,1216045,1.07,1.42,110.93,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/23/2021,5,10.4,1535,1216045,0.41,0.86,126.23,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/25/2021,4,3.4,1838,1216045,0.33,0.28,151.15,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/10/2021,9,7.6,1682,1216045,0.74,0.62,138.32,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/28/2020,8,8.6,584,1216045,0.66,0.7,48.02,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/13/2020,3,3,474,1216045,0.25,0.25,38.98,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/09/2020,3,2.4,459,1216045,0.25,0.2,37.75,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/26/2021,8,9.4,1566,1216045,0.66,0.78,128.78,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/12/2021,1,2,1803,1216045,0.08,0.16,148.27,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/09/2021,13,17,1383,1216045,1.07,1.4,113.73,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/27/2020,2,1.7,430,1216045,0.16,0.14,35.36,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/24/2021,5,3.4,1834,1216045,0.41,0.28,150.82,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,02/01/2021,7,8.3,1616,1216045,0.58,0.68,132.89,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/02/2020,1,2,442,1216045,0.08,0.16,36.35,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,10/31/2020,2,2.1,440,1216045,0.16,0.18,36.18,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/16/2021,9,11.3,1462,1216045,0.74,0.93,120.23,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/30/2020,8,8.7,603,1216045,0.66,0.72,49.59,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,03/14/2021,4,2.3,1809,1216045,0.33,0.19,148.76,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/06/2020,16,14.7,698,1216045,1.32,1.21,57.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/20/2020,8,6.1,517,1216045,0.66,0.51,42.51,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/06/2021,16,17.4,1336,1216045,1.32,1.43,109.86,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/10/2020,23,19.4,784,1216045,1.89,1.6,64.47,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/06/2020,4,2.1,453,1216045,0.33,0.18,37.25,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/02/2021,18,17.6,1264,1216045,1.48,1.44,103.94,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/04/2020,1,1.3,445,1216045,0.08,0.11,36.59,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/01/2020,1,2.1,441,1216045,0.08,0.18,36.27,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,11/03/2020,2,2,444,1216045,0.16,0.16,36.51,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
